name,education_level,stream,cgpa,skills,interest,career_domain
S6918,PhD,Psychology,7.1,therapy research communication patientcare,Research,Clinical Psychologist
S6919,Undergraduate,Psychology,6.7,therapy mentalhealth research patientcare communication behavioranalysis counselling,Data,Clinical Psychologist
S6920,Undergraduate,Psychology,9.0,diagnosis behavioranalysis mentalhealth communication psychology therapy counselling,Security,Clinical Psychologist
S6921,PhD,Commerce,7.3,therapy behavioranalysis communication,Finance,Clinical Psychologist
S6922,PhD,Psychology,7.5,communication patientcare psychology research therapy behavioranalysis,Research,Clinical Psychologist
S6923,PhD,Psychology,7.8,counselling communication patientcare psychology research,Research,Clinical Psychologist
S6924,Postgraduate,Psychology,8.9,patientcare communication mentalhealth behavioranalysis diagnosis,Cloud,Clinical Psychologist
S6925,PhD,Psychology,6.9,behavioranalysis diagnosis therapy psychology mentalhealth patientcare,Research,Clinical Psychologist
S6926,Undergraduate,Psychology,9.2,psychology patientcare mentalhealth communication therapy behavioranalysis counselling research,Research,Clinical Psychologist
S6927,Undergraduate,Information Technology,6.6,behavioranalysis mentalhealth counselling therapy psychology,Research,Clinical Psychologist
S6928,Undergraduate,Psychology,6.8,behavioranalysis mentalhealth counselling patientcare research diagnosis,Research,Clinical Psychologist
S6929,Undergraduate,Psychology,6.5,mentalhealth behavioranalysis research psychology diagnosis therapy counselling,Research,Clinical Psychologist
S6930,PhD,Psychology,9.3,therapy diagnosis communication research mentalhealth,Security,Clinical Psychologist
S6931,Undergraduate,Psychology,8.7,patientcare therapy counselling mentalhealth research behavioranalysis,Research,Clinical Psychologist
S6932,PhD,Psychology,8.2,communication behavioranalysis mentalhealth research counselling psychology therapy patientcare,Research,Clinical Psychologist
S6933,Undergraduate,Law,9.1,mentalhealth therapy counselling patientcare communication diagnosis behavioranalysis research,Data,Clinical Psychologist
S6934,PhD,Psychology,7.4,communication diagnosis psychology therapy counselling mentalhealth patientcare behavioranalysis,Research,Clinical Psychologist
S6935,PhD,Finance,6.8,psychology behavioranalysis patientcare therapy communication counselling,Research,Clinical Psychologist
S6936,Postgraduate,Arts,8.7,psychology therapy patientcare communication mentalhealth,Research,Clinical Psychologist
S6937,Undergraduate,Psychology,6.8,communication research mentalhealth patientcare psychology diagnosis therapy,Research,Clinical Psychologist
S6938,Undergraduate,Psychology,8.3,mentalhealth diagnosis communication research,Data,Clinical Psychologist
S6939,PhD,Psychology,6.6,therapy research diagnosis patientcare psychology behavioranalysis communication counselling,Research,Clinical Psychologist
S6940,Postgraduate,Psychology,7.0,patientcare behavioranalysis communication mentalhealth psychology diagnosis therapy research,Research,Clinical Psychologist
S6941,PhD,Psychology,6.9,behavioranalysis diagnosis therapy,Research,Clinical Psychologist
S6942,Undergraduate,Psychology,7.6,counselling research behavioranalysis patientcare,Research,Clinical Psychologist
S6943,Undergraduate,Statistics,7.0,counselling psychology communication patientcare behavioranalysis,Research,Clinical Psychologist
S6944,PhD,Information Technology,8.4,behavioranalysis patientcare counselling mentalhealth psychology,Research,Clinical Psychologist
S6945,Undergraduate,Mathematics,9.1,counselling communication behavioranalysis therapy research patientcare,Research,Clinical Psychologist
S6946,Undergraduate,Psychology,7.4,diagnosis behavioranalysis mentalhealth patientcare psychology therapy research counselling,Security,Clinical Psychologist
S6947,Postgraduate,Law,9.0,counselling therapy patientcare,Research,Clinical Psychologist
S6948,Postgraduate,Finance,7.7,behavioranalysis therapy research patientcare diagnosis communication psychology counselling,Research,Clinical Psychologist
S6949,PhD,Psychology,6.9,psychology research therapy patientcare diagnosis communication counselling,AI,Clinical Psychologist
S6950,Postgraduate,Law,9.3,diagnosis counselling psychology research communication,Research,Clinical Psychologist
S6951,Postgraduate,Psychology,7.2,psychology patientcare research counselling communication behavioranalysis mentalhealth,AI,Clinical Psychologist
S6952,Postgraduate,Psychology,8.2,research mentalhealth diagnosis,Research,Clinical Psychologist
S6953,PhD,Psychology,7.8,counselling communication patientcare behavioranalysis,Security,Clinical Psychologist
S6954,Postgraduate,Commerce,9.5,behavioranalysis counselling psychology,Research,Clinical Psychologist
S6955,Postgraduate,Computer Science,8.1,counselling patientcare research therapy mentalhealth psychology behavioranalysis communication,Research,Clinical Psychologist
S6956,Postgraduate,Psychology,8.4,research diagnosis psychology counselling behavioranalysis,Research,Clinical Psychologist
S6957,PhD,Mechanical Engineering,6.6,counselling diagnosis research,Research,Clinical Psychologist
S6958,Postgraduate,Statistics,9.0,counselling behavioranalysis psychology research communication mentalhealth therapy patientcare,Research,Clinical Psychologist
S6959,Postgraduate,Arts,6.7,patientcare psychology behavioranalysis research,Cloud,Clinical Psychologist
S6960,PhD,Psychology,8.0,communication mentalhealth research patientcare behavioranalysis diagnosis,Data,Clinical Psychologist
S6961,PhD,Psychology,7.1,psychology mentalhealth therapy counselling diagnosis research communication,Research,Clinical Psychologist
S6962,PhD,Psychology,8.2,therapy mentalhealth research behavioranalysis,Research,Clinical Psychologist
S6963,Undergraduate,Information Technology,9.0,mentalhealth diagnosis therapy patientcare communication behavioranalysis counselling psychology,AI,Clinical Psychologist
S6964,PhD,Psychology,7.2,mentalhealth counselling psychology therapy diagnosis communication patientcare behavioranalysis,Research,Clinical Psychologist
S6965,PhD,Psychology,7.8,patientcare communication counselling therapy,Cloud,Clinical Psychologist
S6966,Undergraduate,Psychology,8.6,mentalhealth psychology research diagnosis communication,Data,Clinical Psychologist
S6967,Undergraduate,Psychology,8.3,therapy patientcare psychology mentalhealth diagnosis counselling behavioranalysis,Research,Clinical Psychologist
S6968,Postgraduate,Psychology,8.4,therapy communication behavioranalysis,Research,Clinical Psychologist
S6969,Undergraduate,Psychology,9.1,diagnosis research behavioranalysis mentalhealth psychology patientcare,Security,Clinical Psychologist
S6970,Postgraduate,Psychology,9.0,psychology research behavioranalysis therapy counselling diagnosis communication mentalhealth,Research,Clinical Psychologist
S6971,Postgraduate,Arts,8.1,diagnosis mentalhealth counselling psychology communication research behavioranalysis therapy,Design,Clinical Psychologist
S6972,Undergraduate,Law,6.6,psychology communication counselling patientcare,Finance,Clinical Psychologist
S6973,Undergraduate,Psychology,8.7,psychology counselling research mentalhealth communication,Research,Clinical Psychologist
S6974,PhD,Commerce,9.2,mentalhealth therapy behavioranalysis communication psychology counselling,Research,Clinical Psychologist
S6975,PhD,Psychology,8.8,research mentalhealth communication,Research,Clinical Psychologist
S6976,Undergraduate,Psychology,8.1,research therapy mentalhealth counselling,Research,Clinical Psychologist
S6977,Undergraduate,Psychology,7.2,research diagnosis therapy psychology counselling behavioranalysis patientcare,Design,Clinical Psychologist
S6978,PhD,Psychology,8.9,communication research patientcare counselling behavioranalysis diagnosis,Research,Clinical Psychologist
S6979,Undergraduate,Psychology,8.0,therapy diagnosis research psychology mentalhealth patientcare communication,Cloud,Clinical Psychologist
S6980,Postgraduate,Psychology,9.3,patientcare therapy counselling mentalhealth behavioranalysis diagnosis research,Design,Clinical Psychologist
S6981,Undergraduate,Psychology,8.1,patientcare psychology research diagnosis communication counselling mentalhealth,Research,Clinical Psychologist
S6982,Postgraduate,Psychology,6.8,research diagnosis therapy mentalhealth behavioranalysis,Research,Clinical Psychologist
S6983,PhD,Information Technology,7.8,diagnosis counselling therapy mentalhealth,Security,Clinical Psychologist
S6984,Postgraduate,Psychology,6.8,communication psychology therapy research diagnosis patientcare counselling,Research,Clinical Psychologist
S6985,Postgraduate,Statistics,8.0,behavioranalysis communication mentalhealth diagnosis counselling psychology,Research,Clinical Psychologist
S6986,PhD,Psychology,7.5,patientcare diagnosis psychology counselling therapy behavioranalysis,Research,Clinical Psychologist
S6987,Postgraduate,Psychology,8.2,therapy behavioranalysis patientcare communication mentalhealth research diagnosis psychology,Research,Clinical Psychologist
S6988,PhD,Commerce,8.4,research therapy mentalhealth diagnosis patientcare psychology,Research,Clinical Psychologist
S6989,Undergraduate,Psychology,9.1,behavioranalysis counselling diagnosis mentalhealth therapy,Research,Clinical Psychologist
S6990,PhD,Psychology,8.9,patientcare diagnosis mentalhealth psychology behavioranalysis communication,Research,Clinical Psychologist
S6991,Postgraduate,Data Science,7.4,behavioranalysis mentalhealth research communication counselling therapy,Data,Clinical Psychologist
S6992,PhD,Psychology,9.1,psychology patientcare counselling,Development,Clinical Psychologist
S6993,Postgraduate,Psychology,9.2,communication behavioranalysis patientcare diagnosis,Research,Clinical Psychologist
S6994,Undergraduate,Psychology,9.0,counselling mentalhealth behavioranalysis research diagnosis psychology patientcare therapy,Writing,Clinical Psychologist
S6995,PhD,Commerce,7.1,mentalhealth counselling psychology research behavioranalysis diagnosis patientcare therapy,Data,Clinical Psychologist
S6996,PhD,Information Technology,7.0,mentalhealth psychology behavioranalysis patientcare communication diagnosis therapy research,Research,Clinical Psychologist
S6997,Undergraduate,Psychology,8.5,patientcare mentalhealth behavioranalysis diagnosis therapy counselling,Research,Clinical Psychologist
S6998,Undergraduate,Psychology,7.0,psychology mentalhealth diagnosis patientcare research therapy,Development,Clinical Psychologist
S6999,PhD,Statistics,9.3,mentalhealth behavioranalysis counselling,Development,Clinical Psychologist
S7000,PhD,Psychology,6.6,behavioranalysis patientcare mentalhealth therapy psychology research diagnosis communication,Research,Clinical Psychologist
S7001,Postgraduate,Psychology,8.6,mentalhealth patientcare communication diagnosis counselling psychology,Development,Clinical Psychologist
S7002,PhD,Psychology,7.4,communication therapy patientcare mentalhealth,Development,Clinical Psychologist
S7003,PhD,Information Technology,6.8,research counselling communication patientcare behavioranalysis psychology diagnosis therapy,Research,Clinical Psychologist
S7004,PhD,Psychology,9.1,research patientcare mentalhealth diagnosis counselling psychology therapy,Data,Clinical Psychologist
S7005,Undergraduate,Finance,8.5,psychology behavioranalysis therapy mentalhealth communication counselling,AI,Clinical Psychologist
S7006,PhD,Psychology,9.3,mentalhealth patientcare research psychology counselling,Research,Clinical Psychologist
S7007,PhD,Mathematics,8.8,communication mentalhealth psychology behavioranalysis,Research,Clinical Psychologist
S7008,PhD,Psychology,9.2,counselling diagnosis communication research,Design,Clinical Psychologist
S7009,Postgraduate,Computer Science,7.6,diagnosis mentalhealth therapy behavioranalysis research psychology patientcare,Research,Clinical Psychologist
S7010,Undergraduate,Psychology,8.1,research patientcare counselling communication psychology diagnosis behavioranalysis therapy,Writing,Clinical Psychologist
S7011,Postgraduate,Psychology,8.1,mentalhealth behavioranalysis diagnosis research communication patientcare,Research,Clinical Psychologist
